oecd_name,oecd_date,iso3c,iso2c,country,fert_consumption,year
MEXICO,18 May 1994,MEX,MX,Mexico,NA,2019
MEXICO,18 May 1994,MEX,MX,Mexico,102.928253503451,2018
MEXICO,18 May 1994,MEX,MX,Mexico,100.405059192638,2017
MEXICO,18 May 1994,MEX,MX,Mexico,98.6297951910498,2016
MEXICO,18 May 1994,MEX,MX,Mexico,77.7344068701179,2015
MEXICO,18 May 1994,MEX,MX,Mexico,80.9666098237171,2014
MEXICO,18 May 1994,MEX,MX,Mexico,111.67867546308,2013
MEXICO,18 May 1994,MEX,MX,Mexico,109.858002088929,2012
MEXICO,18 May 1994,MEX,MX,Mexico,78.9538403507945,2011
MEXICO,18 May 1994,MEX,MX,Mexico,81.9612579551261,2010
MEXICO,18 May 1994,MEX,MX,Mexico,55.873018018018,2009
MEXICO,18 May 1994,MEX,MX,Mexico,54.2434953148834,2008
MEXICO,18 May 1994,MEX,MX,Mexico,75.0408180619924,2007
MEXICO,18 May 1994,MEX,MX,Mexico,69.0328296879682,2006
MEXICO,18 May 1994,MEX,MX,Mexico,79.1893887362637,2005
MEXICO,18 May 1994,MEX,MX,Mexico,73.212113379857,2004
MEXICO,18 May 1994,MEX,MX,Mexico,66.7555809233891,2003
MEXICO,18 May 1994,MEX,MX,Mexico,65.260395100069,2002
MEXICO,18 May 1994,MEX,MX,Mexico,80.5744028335709,2001
MEXICO,18 May 1994,MEX,MX,Mexico,79.982536564069,2000
MEXICO,18 May 1994,MEX,MX,Mexico,77.4936730953835,1999
MEXICO,18 May 1994,MEX,MX,Mexico,79.0285138627305,1998
MEXICO,18 May 1994,MEX,MX,Mexico,72.1571209128813,1997
MEXICO,18 May 1994,MEX,MX,Mexico,72.0341594400669,1996
MEXICO,18 May 1994,MEX,MX,Mexico,57.0035460992908,1995
MEXICO,18 May 1994,MEX,MX,Mexico,73.0808461572575,1994
MEXICO,18 May 1994,MEX,MX,Mexico,70.6537659225068,1993
MEXICO,18 May 1994,MEX,MX,Mexico,72.0495786704713,1992
MEXICO,18 May 1994,MEX,MX,Mexico,72.2204878918967,1991
MEXICO,18 May 1994,MEX,MX,Mexico,82.8412179280483,1990
MEXICO,18 May 1994,MEX,MX,Mexico,84.2321843532146,1989
MEXICO,18 May 1994,MEX,MX,Mexico,89.2171794090771,1988
MEXICO,18 May 1994,MEX,MX,Mexico,98.1532702505979,1987
MEXICO,18 May 1994,MEX,MX,Mexico,97.9393807239424,1986
MEXICO,18 May 1994,MEX,MX,Mexico,94.686275562235,1985
MEXICO,18 May 1994,MEX,MX,Mexico,91.0531220876048,1984
MEXICO,18 May 1994,MEX,MX,Mexico,81.0672195547796,1983
MEXICO,18 May 1994,MEX,MX,Mexico,93.955717898286,1982
MEXICO,18 May 1994,MEX,MX,Mexico,88.6973691687028,1981
MEXICO,18 May 1994,MEX,MX,Mexico,70.0969988674972,1980
MEXICO,18 May 1994,MEX,MX,Mexico,64.5095251634916,1979
MEXICO,18 May 1994,MEX,MX,Mexico,59.9727298285072,1978
MEXICO,18 May 1994,MEX,MX,Mexico,60.0456641547632,1977
MEXICO,18 May 1994,MEX,MX,Mexico,63.1631709517366,1976
MEXICO,18 May 1994,MEX,MX,Mexico,60.6065943992773,1975
MEXICO,18 May 1994,MEX,MX,Mexico,48.8742085029398,1974
MEXICO,18 May 1994,MEX,MX,Mexico,44.0277103674022,1973
MEXICO,18 May 1994,MEX,MX,Mexico,38.4059601900023,1972
MEXICO,18 May 1994,MEX,MX,Mexico,34.7492226807621,1971
MEXICO,18 May 1994,MEX,MX,Mexico,30.4003279059249,1970
MEXICO,18 May 1994,MEX,MX,Mexico,29.877357485349,1969
MEXICO,18 May 1994,MEX,MX,Mexico,26.4546949602122,1968
MEXICO,18 May 1994,MEX,MX,Mexico,22.7483359746434,1967
MEXICO,18 May 1994,MEX,MX,Mexico,20.8675078864353,1966
MEXICO,18 May 1994,MEX,MX,Mexico,17.6380104712042,1965
MEXICO,18 May 1994,MEX,MX,Mexico,15.0238790406674,1964
MEXICO,18 May 1994,MEX,MX,Mexico,14.4859813084112,1963
MEXICO,18 May 1994,MEX,MX,Mexico,10.5274043433299,1962
MEXICO,18 May 1994,MEX,MX,Mexico,9.79135694878761,1961
MEXICO,18 May 1994,MEX,MX,Mexico,NA,1960
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,NA,2020
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,NA,2019
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,265.948090107738,2018
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,290.558341369335,2017
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,291.68579766537,2016
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,266.804548944338,2015
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,247.853263157895,2014
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,231.127696456086,2013
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,289.812067260138,2012
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,246.811133200795,2011
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,293.325836104049,2010
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,238.171043898739,2009
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,267.708606787924,2008
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,302.13908284582,2007
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,353.146382501402,2006
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,337.806480648065,2005
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,357.313525498891,2004
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,438.291390728477,2003
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,428.823144104803,2002
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,459.668508287293,2001
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,459.340659340659,2000
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,515.317286652079,1999
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,535.320088300221,1998
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,563.817980022198,1997
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,588.853631284916,1996
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,606.575963718821,1995
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,603.389830508475,1994
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,585.190529875986,1993
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,615.056369785795,1992
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,636.502837684449,1991
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,637.770193401593,1990
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,677.439497716895,1989
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,737.413118527043,1988
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,738.152148664344,1987
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,827.68009478673,1986
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,848.914043583535,1985
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,877.460220318237,1984
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,851.797752808989,1983
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,805.348101265823,1982
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,842.352791878173,1981
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,859.650632911392,1980
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,883.917197452229,1979
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,808.570512820513,1978
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,830.851612903226,1977
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,826.49544863459,1976
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,836.281949934124,1975
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,837.409448818898,1974
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,831.785808147175,1973
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,790.985620915033,1972
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,780.748051948052,1971
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,788.35072815534,1970
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,729.066272189349,1969
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,657.665509259259,1968
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,661.331042382589,1967
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,643.515050167224,1966
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,605.842672413793,1965
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,580.547491995731,1964
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,587.038988408851,1963
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,538.159420289855,1962
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,473.891129032258,1961
NETHERLANDS,13 November 1961,NLD,NL,Netherlands,NA,1960
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,NA,2020
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,NA,2019
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,1895.29417515275,2018
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,1863.30299389002,2017
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,1552.86147874307,2016
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,1766.16138075314,2015
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,1364.15305084746,2014
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,1245.31691042048,2013
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,1359.33491159136,2012
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,1483.32670912951,2011
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,1244.38791583166,2010
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,1172.75473460722,2009
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,1645.56905077263,2008
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,1782.58389791183,2007
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,1904.83443609023,2006
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,2133.27576470588,2005
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,1980.10264285714,2004
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,2192.42026506024,2003
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,1805.30161764706,2002
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,600.71,2001
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,541.82,2000
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,460.450160771704,1999
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,425.40192926045,1998
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,416.527331189711,1997
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,423.620025673941,1996
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,432.298923369221,1995
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,379.027533684827,1994
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,324.161139896373,1993
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,257.590361445783,1992
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,186.120543293718,1991
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,129.716446124764,1990
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,147.553275453828,1989
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,117.546645494244,1988
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,140.32874617737,1987
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,136.170212765957,1986
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,169.310071371927,1985
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,201.405152224824,1984
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,197.677756286267,1983
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,182.888496270122,1982
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,180.8203125,1981
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,177.446483180428,1980
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,205.298759864713,1979
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,215.808660251665,1978
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,204.210526315789,1977
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,191.110105034408,1976
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,182.898900319262,1975
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,159.169608861198,1974
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,226.271978021978,1973
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,181.53710606574,1972
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,159.865878378378,1971
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,151.251264755481,1970
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,149.447474747475,1969
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,140.589225589226,1968
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,120.567058823529,1967
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,137.282016806723,1966
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,153.227181208054,1965
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,155.044966442953,1964
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,116.247906197655,1963
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,95.9003344481605,1962
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,97.1876666666667,1961
NEW ZEALAND,29 May 1973,NZL,NZ,New Zealand,NA,1960
NORWAY,4 July 1961,NOR,NO,Norway,NA,2020
NORWAY,4 July 1961,NOR,NO,Norway,NA,2019
NORWAY,4 July 1961,NOR,NO,Norway,203.819673559841,2018
NORWAY,4 July 1961,NOR,NO,Norway,198.833422750128,2017
NORWAY,4 July 1961,NOR,NO,Norway,203.898291190652,2016
NORWAY,4 July 1961,NOR,NO,Norway,204.29268244334,2015
NORWAY,4 July 1961,NOR,NO,Norway,194.533396025638,2014
NORWAY,4 July 1961,NOR,NO,Norway,190.81675488465,2013
NORWAY,4 July 1961,NOR,NO,Norway,187.32109865747,2012
NORWAY,4 July 1961,NOR,NO,Norway,192.158924205379,2011
NORWAY,4 July 1961,NOR,NO,Norway,170.00363372093,2010
NORWAY,4 July 1961,NOR,NO,Norway,179.125143733231,2009
NORWAY,4 July 1961,NOR,NO,Norway,213.556975505857,2008
NORWAY,4 July 1961,NOR,NO,Norway,220.417546328876,2007
NORWAY,4 July 1961,NOR,NO,Norway,216.418414918415,2006
NORWAY,4 July 1961,NOR,NO,Norway,218.865429234339,2005
NORWAY,4 July 1961,NOR,NO,Norway,215.230149597238,2004
NORWAY,4 July 1961,NOR,NO,Norway,213.507462686567,2003
NORWAY,4 July 1961,NOR,NO,Norway,205.579726651481,2002
NORWAY,4 July 1961,NOR,NO,Norway,200.085130533485,2001
NORWAY,4 July 1961,NOR,NO,Norway,219.567690557452,2000
NORWAY,4 July 1961,NOR,NO,Norway,224.489795918367,1999
NORWAY,4 July 1961,NOR,NO,Norway,223.830734966592,1998
NORWAY,4 July 1961,NOR,NO,Norway,228.539576365663,1997
NORWAY,4 July 1961,NOR,NO,Norway,210.050251256281,1996
NORWAY,4 July 1961,NOR,NO,Norway,212.765957446808,1995
NORWAY,4 July 1961,NOR,NO,Norway,231.026785714286,1994
NORWAY,4 July 1961,NOR,NO,Norway,232.542372881356,1993
NORWAY,4 July 1961,NOR,NO,Norway,234.30979498861,1992
NORWAY,4 July 1961,NOR,NO,Norway,234.347237880496,1991
NORWAY,4 July 1961,NOR,NO,Norway,243.709302325581,1990
NORWAY,4 July 1961,NOR,NO,Norway,241.799544419134,1989
NORWAY,4 July 1961,NOR,NO,Norway,250,1988
NORWAY,4 July 1961,NOR,NO,Norway,265.202312138728,1987
NORWAY,4 July 1961,NOR,NO,Norway,271.676300578035,1986
NORWAY,4 July 1961,NOR,NO,Norway,274.004683840749,1985
NORWAY,4 July 1961,NOR,NO,Norway,291.079812206573,1984
NORWAY,4 July 1961,NOR,NO,Norway,302.955082742317,1983
NORWAY,4 July 1961,NOR,NO,Norway,303.81861575179,1982
NORWAY,4 July 1961,NOR,NO,Norway,305.454545454545,1981
NORWAY,4 July 1961,NOR,NO,Norway,318.159509202454,1980
NORWAY,4 July 1961,NOR,NO,Norway,322.826086956522,1979
NORWAY,4 July 1961,NOR,NO,Norway,319.154228855721,1978
NORWAY,4 July 1961,NOR,NO,Norway,300.501253132832,1977
NORWAY,4 July 1961,NOR,NO,Norway,280.958385876419,1976
NORWAY,4 July 1961,NOR,NO,Norway,290.632911392405,1975
NORWAY,4 July 1961,NOR,NO,Norway,293.805309734513,1974
NORWAY,4 July 1961,NOR,NO,Norway,263.324873096447,1973
NORWAY,4 July 1961,NOR,NO,Norway,248.675914249685,1972
NORWAY,4 July 1961,NOR,NO,Norway,259.701492537313,1971
NORWAY,4 July 1961,NOR,NO,Norway,244.950738916256,1970
NORWAY,4 July 1961,NOR,NO,Norway,238.545454545455,1969
NORWAY,4 July 1961,NOR,NO,Norway,215.695600475624,1968
NORWAY,4 July 1961,NOR,NO,Norway,211.862396204033,1967
NORWAY,4 July 1961,NOR,NO,Norway,196.808510638298,1966
NORWAY,4 July 1961,NOR,NO,Norway,200,1965
NORWAY,4 July 1961,NOR,NO,Norway,192.117647058824,1964
NORWAY,4 July 1961,NOR,NO,Norway,185.120892018779,1963
NORWAY,4 July 1961,NOR,NO,Norway,176.446135831382,1962
NORWAY,4 July 1961,NOR,NO,Norway,172.663551401869,1961
NORWAY,4 July 1961,NOR,NO,Norway,NA,1960
POLAND,22 November 1996,POL,PL,Poland,NA,2020
POLAND,22 November 1996,POL,PL,Poland,NA,2019
POLAND,22 November 1996,POL,PL,Poland,177.603597056953,2018
POLAND,22 November 1996,POL,PL,Poland,179.264509030898,2017
POLAND,22 November 1996,POL,PL,Poland,189.690912456043,2016
POLAND,22 November 1996,POL,PL,Poland,174.097547533756,2015
POLAND,22 November 1996,POL,PL,Poland,164.000732064422,2014
POLAND,22 November 1996,POL,PL,Poland,179.327279466271,2013
POLAND,22 November 1996,POL,PL,Poland,177.885583524027,2012
POLAND,22 November 1996,POL,PL,Poland,169.742295909173,2011
POLAND,22 November 1996,POL,PL,Poland,180.478345184228,2010
POLAND,22 November 1996,POL,PL,Poland,146.800928228079,2009
POLAND,22 November 1996,POL,PL,Poland,157.718176534086,2008
POLAND,22 November 1996,POL,PL,Poland,181.172291296625,2007
POLAND,22 November 1996,POL,PL,Poland,159.338615782665,2006
POLAND,22 November 1996,POL,PL,Poland,161.938884770612,2005
POLAND,22 November 1996,POL,PL,Poland,129.13560666138,2004
POLAND,22 November 1996,POL,PL,Poland,128.871057440216,2003
POLAND,22 November 1996,POL,PL,Poland,116.19523443505,2002
POLAND,22 November 1996,POL,PL,Poland,115.887882803298,2001
POLAND,22 November 1996,POL,PL,Poland,113.206603301651,2000
POLAND,22 November 1996,POL,PL,Poland,108.463615690733,1999
POLAND,22 November 1996,POL,PL,Poland,110.774702994949,1998
POLAND,22 November 1996,POL,PL,Poland,121.390832500357,1997
POLAND,22 November 1996,POL,PL,Poland,113.973364752928,1996
POLAND,22 November 1996,POL,PL,Poland,106.377058409571,1995
POLAND,22 November 1996,POL,PL,Poland,99.8705594405594,1994
POLAND,22 November 1996,POL,PL,Poland,89.6292904578819,1993
POLAND,22 November 1996,POL,PL,Poland,83.1554718560368,1992
POLAND,22 November 1996,POL,PL,Poland,78.1615598885794,1991
POLAND,22 November 1996,POL,PL,Poland,107.130942452043,1990
POLAND,22 November 1996,POL,PL,Poland,229.644789787706,1989
POLAND,22 November 1996,POL,PL,Poland,236.096515486726,1988
POLAND,22 November 1996,POL,PL,Poland,226.294751381215,1987
POLAND,22 November 1996,POL,PL,Poland,243.670671085336,1986
POLAND,22 November 1996,POL,PL,Poland,235.176969195783,1985
POLAND,22 November 1996,POL,PL,Poland,225.677261781906,1984
POLAND,22 November 1996,POL,PL,Poland,236.562664087329,1983
POLAND,22 November 1996,POL,PL,Poland,219.056338028169,1982
POLAND,22 November 1996,POL,PL,Poland,230.54644432194,1981
POLAND,22 November 1996,POL,PL,Poland,239.300047876342,1980
POLAND,22 November 1996,POL,PL,Poland,248.069069069069,1979
POLAND,22 November 1996,POL,PL,Poland,242.509959888504,1978
POLAND,22 November 1996,POL,PL,Poland,244.623651536739,1977
POLAND,22 November 1996,POL,PL,Poland,242.916344916345,1976
POLAND,22 November 1996,POL,PL,Poland,248.383126987349,1975
POLAND,22 November 1996,POL,PL,Poland,234.369683012734,1974
POLAND,22 November 1996,POL,PL,Poland,225.876351351351,1973
POLAND,22 November 1996,POL,PL,Poland,205.243600107788,1972
POLAND,22 November 1996,POL,PL,Poland,192.803738317757,1971
POLAND,22 November 1996,POL,PL,Poland,170.44618239660701,1970
POLAND,22 November 1996,POL,PL,Poland,159.980071504237,1969
POLAND,22 November 1996,POL,PL,Poland,140.272453324599,1968
POLAND,22 November 1996,POL,PL,Poland,119.613825125891,1967
POLAND,22 November 1996,POL,PL,Poland,102.47071780254,1966
POLAND,22 November 1996,POL,PL,Poland,84.3959966314698,1965
POLAND,22 November 1996,POL,PL,Poland,70.4865295204127,1964
POLAND,22 November 1996,POL,PL,Poland,62.726434882095,1963
POLAND,22 November 1996,POL,PL,Poland,58.0203424095015,1962
POLAND,22 November 1996,POL,PL,Poland,55.9897139989965,1961
POLAND,22 November 1996,POL,PL,Poland,NA,1960
PORTUGAL,4 August 1961,PRT,PT,Portugal,NA,2020
PORTUGAL,4 August 1961,PRT,PT,Portugal,NA,2019
PORTUGAL,4 August 1961,PRT,PT,Portugal,198.508583737679,2018
PORTUGAL,4 August 1961,PRT,PT,Portugal,207.532944057549,2017
PORTUGAL,4 August 1961,PRT,PT,Portugal,194.974944768537,2016
PORTUGAL,4 August 1961,PRT,PT,Portugal,185.728195446559,2015
PORTUGAL,4 August 1961,PRT,PT,Portugal,191.0395217324,2014
PORTUGAL,4 August 1961,PRT,PT,Portugal,167.589217486012,2013
PORTUGAL,4 August 1961,PRT,PT,Portugal,150.860458080476,2012
PORTUGAL,4 August 1961,PRT,PT,Portugal,132.505302768089,2011
PORTUGAL,4 August 1961,PRT,PT,Portugal,148.95736207813,2010
PORTUGAL,4 August 1961,PRT,PT,Portugal,118.565671368382,2009
PORTUGAL,4 August 1961,PRT,PT,Portugal,155.488809303317,2008
PORTUGAL,4 August 1961,PRT,PT,Portugal,203.403440017418,2007
PORTUGAL,4 August 1961,PRT,PT,Portugal,137.060898416738,2006
PORTUGAL,4 August 1961,PRT,PT,Portugal,202.761478712484,2005
PORTUGAL,4 August 1961,PRT,PT,Portugal,215.939516972072,2004
PORTUGAL,4 August 1961,PRT,PT,Portugal,174.403957746298,2003
PORTUGAL,4 August 1961,PRT,PT,Portugal,191.053998716499,2002
PORTUGAL,4 August 1961,PRT,PT,Portugal,127.720194527681,2001
PORTUGAL,4 August 1961,PRT,PT,Portugal,125.123552366206,2000
PORTUGAL,4 August 1961,PRT,PT,Portugal,138.192419825073,1999
PORTUGAL,4 August 1961,PRT,PT,Portugal,140.116763969975,1998
PORTUGAL,4 August 1961,PRT,PT,Portugal,125.398512221041,1997
PORTUGAL,4 August 1961,PRT,PT,Portugal,129,1996
PORTUGAL,4 August 1961,PRT,PT,Portugal,113.330236878774,1995
PORTUGAL,4 August 1961,PRT,PT,Portugal,112.727272727273,1994
PORTUGAL,4 August 1961,PRT,PT,Portugal,111.607142857143,1993
PORTUGAL,4 August 1961,PRT,PT,Portugal,106.373626373626,1992
PORTUGAL,4 August 1961,PRT,PT,Portugal,111.736682546557,1991
PORTUGAL,4 August 1961,PRT,PT,Portugal,118.77133105802,1990
PORTUGAL,4 August 1961,PRT,PT,Portugal,115.222876366695,1989
PORTUGAL,4 August 1961,PRT,PT,Portugal,123.583718002518,1988
PORTUGAL,4 August 1961,PRT,PT,Portugal,116.876046901173,1987
PORTUGAL,4 August 1961,PRT,PT,Portugal,112.578353531132,1986
PORTUGAL,4 August 1961,PRT,PT,Portugal,100.792326939116,1985
PORTUGAL,4 August 1961,PRT,PT,Portugal,90.1373283395755,1984
PORTUGAL,4 August 1961,PRT,PT,Portugal,93.2769933554817,1983
PORTUGAL,4 August 1961,PRT,PT,Portugal,106.953584749275,1982
PORTUGAL,4 August 1961,PRT,PT,Portugal,113.66211745244,1981
PORTUGAL,4 August 1961,PRT,PT,Portugal,106.881551795295,1980
PORTUGAL,4 August 1961,PRT,PT,Portugal,113.349670510708,1979
PORTUGAL,4 August 1961,PRT,PT,Portugal,101.808055898068,1978
PORTUGAL,4 August 1961,PRT,PT,Portugal,110.760459392945,1977
PORTUGAL,4 August 1961,PRT,PT,Portugal,101.597216537045,1976
PORTUGAL,4 August 1961,PRT,PT,Portugal,99.9591503267974,1975
PORTUGAL,4 August 1961,PRT,PT,Portugal,86.5886669384427,1974
PORTUGAL,4 August 1961,PRT,PT,Portugal,96.3494711147274,1973
PORTUGAL,4 August 1961,PRT,PT,Portugal,93.1299228583029,1972
PORTUGAL,4 August 1961,PRT,PT,Portugal,54.1094446696392,1971
PORTUGAL,4 August 1961,PRT,PT,Portugal,52.2420072845002,1970
PORTUGAL,4 August 1961,PRT,PT,Portugal,81.8319191919192,1969
PORTUGAL,4 August 1961,PRT,PT,Portugal,73.0863251311012,1968
PORTUGAL,4 August 1961,PRT,PT,Portugal,71.9645590012082,1967
PORTUGAL,4 August 1961,PRT,PT,Portugal,53.3876156011259,1966
PORTUGAL,4 August 1961,PRT,PT,Portugal,66.5993576876756,1965
PORTUGAL,4 August 1961,PRT,PT,Portugal,79.764328657314607,1964
PORTUGAL,4 August 1961,PRT,PT,Portugal,62.1340536214486,1963
PORTUGAL,4 August 1961,PRT,PT,Portugal,51.5848981222533,1962
PORTUGAL,4 August 1961,PRT,PT,Portugal,55.1148783406462,1961
PORTUGAL,4 August 1961,PRT,PT,Portugal,NA,1960
SLOVAK REPUBLIC,14 December 2000,SVK,SK,Slovak Republic,NA,2020
SLOVAK REPUBLIC,14 December 2000,SVK,SK,Slovak Republic,NA,2019
SLOVAK REPUBLIC,14 December 2000,SVK,SK,Slovak Republic,129.301557863501,2018
SLOVAK REPUBLIC,14 December 2000,SVK,SK,Slovak Republic,121.686865227103,2017
SLOVAK REPUBLIC,14 December 2000,SVK,SK,Slovak Republic,125.762435040831,2016
SLOVAK REPUBLIC,14 December 2000,SVK,SK,Slovak Republic,112.991111111111,2015
SLOVAK REPUBLIC,14 December 2000,SVK,SK,Slovak Republic,116.478811065333,2014
SLOVAK REPUBLIC,14 December 2000,SVK,SK,Slovak Republic,109.330199764982,2013
SLOVAK REPUBLIC,14 December 2000,SVK,SK,Slovak Republic,106.919485743015,2012
SLOVAK REPUBLIC,14 December 2000,SVK,SK,Slovak Republic,95.9373202990224,2011
SLOVAK REPUBLIC,14 December 2000,SVK,SK,Slovak Republic,85.0639367816092,2010
SLOVAK REPUBLIC,14 December 2000,SVK,SK,Slovak Republic,78.3096960926194,2009
SLOVAK REPUBLIC,14 December 2000,SVK,SK,Slovak Republic,75.0839363241679,2008
SLOVAK REPUBLIC,14 December 2000,SVK,SK,Slovak Republic,89.9506172839506,2007
SLOVAK REPUBLIC,14 December 2000,SVK,SK,Slovak Republic,91.7815674891147,2006
